provider,document,version,section_heading,sentence_index,sentence_verbatim,modal_verbs_found
Cohere,The Cohere Secure AI Frontier Model Framework,v1.0,2b) Addressing harms,142,"● Preventing the generation of harmful outputs in multilingual enterprise use cases ● Adhering to guardrails ● Minimizing over-refusal These objectives are informed by the priorities of our enterprise customers who expect performant models capable of completing tasks without generating harmful outputs in the languages in which they operate, along with the ability to apply effective, tailored guardrails.",expect
Cohere,The Cohere Secure AI Frontier Model Framework,v1.0,2b) Addressing harms,146,"For example, a customer who uses Cohere's model for educational or journalistic purposes may want to enable generation of content about violent historical events in order to respond to requests for information.",may
Cohere,The Cohere Secure AI Frontier Model Framework,v1.0,2b) Addressing harms,147,"In that case, they could select Cohere’s “contextual” Safety Mode as appropriate for their use cases.",could
Cohere,The Cohere Secure AI Frontier Model Framework,v1.0,2b) Addressing harms,148,"In contrast, a customer who provides Cohere models to their large workforce may want to ensure that all employees use the models within prescribed, lower-risk limits.",may
Cohere,The Cohere Secure AI Frontier Model Framework,v1.0,3) Risk Assurance Mechanisms,205,"In addition, customers deploying Cohere solutions may have additional tests or evaluations they wish to conduct prior to launching a product or system that integrates Cohere models or systems.",may
Cohere,The Cohere Secure AI Frontier Model Framework,v1.0,3a) Evaluations and benchmarking,214,"We consider models safe and secure to launch when our evaluations and tests demonstrate no significant regressions compared to our previously launched model versions, so that performance and security is maintained or improved for every new significant model version.",consider
Cohere,The Cohere Secure AI Frontier Model Framework,v1.0,3c) Customer-led testing and evaluation,227,"Considering Cohere’s focus on serving enterprise customers, assurance mechanisms may also vary by specific deployment and customer context.",may
Cohere,The Cohere Secure AI Frontier Model Framework,v1.0,4b) Continuous improvement,242,"● Incentivizing third-party vulnerability discovery via clear protections for legitimate research practices in our Responsible Disclosure Policy ● Conducting user research to understand what challenges and risks can be expected in enterprise use cases ● Engaging with the broader community via dedicated user forums We are constantly internally evaluating the tools, techniques, and products we use across the deployment lifecycle to identify and mitigate AI risks as the industry evolves and new techniques become available.",expected
Cohere,The Cohere Secure AI Frontier Model Framework,v1.0,5b) External engagement,251,"Cohere is committed to building a responsible, safe, and secure AI ecosystem, and actively engages with external actors to continuously improve our own practices, as well as to advance the state-of-the art on AI risk management.",committed
G42,G42's Frontier AI Safety Framework,2025-02,1 Introduction,12,"With a systematic approach to early threat detection and risk management, it aims to support G42 in unlocking the benefits of frontier AI safely and ethically.",aims
G42,G42's Frontier AI Safety Framework,2025-02,1 Introduction,14,"Structured as an evolving model with phased implementation, the Framework will adapt to emerging insights and advancements, enabling G42 to implement a resilient and forward-looking AI safety strategy.",will
G42,G42's Frontier AI Safety Framework,2025-02,1 Introduction,16,"As a leader in AI innovation, G42 is committed to developing AI systems that align with its principles that prioritize fairness, reliability, safety, privacy, security and inclusiveness to reflect and uphold societal values.",committed
G42,G42's Frontier AI Safety Framework,2025-02,1 Introduction,18,This Framework ensures that G42's frontier AI models - those with advanced capabilities that may push industry boundaries - are managed with a robust set of safeguards and risk controls that evolve with the models’ capabilities.,may
